,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_
1. Gender-Neutral Laws – Many legal definitions of sexual violence and domestic abuse are framed around female victims. Laws should be gender-neutral to acknowledge that men can also be victims.
2. Improved Reporting and Investigation Procedures – Male survivors often face stigma when reporting crimes. Law enforcement and legal systems should undergo training to handle male victim cases without bias or disbelief.
3. Access to Support Services – Government funding should be allocated to shelters, counseling, and legal aid specifically for male survivors, similar to what exists for female survivors.
4. Stronger Protection Against False Accusations – While false accusations are rare, men accused of crimes like domestic violence or sexual assault often face severe consequences. Legal processes should ensure fair investigations before taking punitive actions
5. Equal Parental Rights in Family Courts – Family courts often favor mothers in custody cases, assuming men are perpetrators rather than victims of domestic abuse. Legal reforms should ensure fair treatment of fathers, especially those who are survivors of abuse.
6. Prison Reform – Male prisoners are at high risk of sexual violence, yet laws protecting them are often weakly enforced. Stronger measures should be in place to prevent and address sexual violence in prisons.
7. Education and Awareness Campaigns – Laws alone aren’t enough. Public campaigns should challenge societal stereotypes that men cannot be victims and encourage male survivors to seek justice without shame.",-0.5140289418647275,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_**Legal reforms needed to support male survivors (in short):**

1. **Gender-neutral laws** for sexual and domestic violence.
2. **Equal access** to survivor support services.
3. **Trauma-informed training** for police and judiciary.
4. **Confidentiality protections** to reduce stigma.
5. **Extended reporting time** for abuse cases.
6. **Improved prison protections** for male victims.
7. **Fair treatment** in family and custody law.
8. **Awareness campaigns** to challenge bias and encourage reporting.",0.4136245333135839,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_.,-0.6546474450653039,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_1. Keep survivors names and stories private.
2. Have clear rules for reporting and investigating crimes.
3. Provide help and support for survivors.
4. Make laws stronger to stop abuse and punish offenders.
5. Educate people about the issue.
6. Stop unfair treatment and negative attitudes towards survivors.
",-1.2213922709244764,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_1. Policy changes 
2. Gender Neutral Laws 
3. Awareness in Law enforcement agencies ",0.5934089418044977,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_1.Access to legal protections and support 
2.confidentiality and privacy protections
3.Reducing social and cultural stigma
4.expanding support services ",0.5206949821798518,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_According to modern period changes,1.6613074284776064,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_All the initially created laws were for the benefit for both men and women. Whatever changes were made by amendments and enactment of new laws that favour for both men and women.,0.477301096756505,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Assailant should be should be sentenced death penalty ,-1.2322418877880306,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Awareness and emotional support. ,0.6751090440527228,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Being aware,-1.4338713463315487,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Better laws for empowering women,-0.0233172543489307,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Breaking social stigma, social sensitization",0.13287167763006114,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Campaign, programs ",0.49090084424785907,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Can be more efficient towards the situation of that particular individual,1.0784976210278536,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Don't know ,0.5635134350358537,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Dont know,-0.2587730362697753,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Equal law and order should be implement for both men and women against sexual abuse ,0.010236929801888214,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Equal laws and rights against sexual abuse for males should be stringent in India. ,0.360770304419012,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender Neutral Anti Abuse Laws,0.02139163515344633,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender Neutral Law,0.35413534951651404,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender inclusive legal definitions,-0.38981943738624336,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral justice ,-0.28860384588998933,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws,0.5939957371479008,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws , awareness programs etc ",-0.4983879295288859,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws can help and proper investigation should be emphasised irrespective of the gender of the victim.,0.6107596687594041,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws should be framed and implemented all over the country and campaigns along with initiatives shall be launched to curb incidents like these.,0.13722223989975874,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws with equivalent punishments,-0.4588068849628968,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws, awareness regarding male abuse",0.3000341156753001,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral laws, social services and awareness programs.",-1.5013512457782463,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutral sexual abuse laws should be implemented ,0.32444318142296114,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Gender neutrality in CJS,-0.3684041462368766,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Give equal rights to everyone ,-0.36814964931855776,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Give them ample support and this type of heinous act should be punishable no matter who the victim are be it men or women,0.43654310750283476,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Got v less to do with legal reforms. It has more to do with legal practices and judicial attitude towards the victims/survivors,-0.1618407311831367,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Government funding for shelters, counseling, and victim support should be explicitly available to male survivors.
Laws should mandate that service providers accommodate male victims without stigma or dismissal.",-0.373132904877867,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Government funding for survivor services that prioritise both men and women equally ,2.1345167351185483,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Government should implement new laws related to the sexual crime, society and media also need to consider male victims as a victim of sexual abuse should not criticize them for that.",0.683875399324082,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Helplines and counseling services,1.116578287618818,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_I have no idea ,-0.3537938645082468,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Implement gender-neutral sexual assault laws, improve reporting mechanisms, and provide specialized support for male survivors.",-0.2868091375812257,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Increasing funding for support services,-0.9498784195492921,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_India needs gender-neutral sexual assault laws, legal recognition of male victims, dedicated support systems, and stronger enforcement of existing provisions. Expanding POCSO-like protections to adult males and ensuring fair reporting mechanisms without stigma are crucial reforms.",0.4771828434783041,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Laws and protection should be given to both the genders equally,0.7174982805151822,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Laws should be gender neutral ,-0.18943223628795078,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Legal action ,0.7674807435843156,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Legal frameworks should be made gender-neutral for male victims, with confidential reporting and counseling services available to them.
Law enforcement agencies should receive sensitivity training to ensure that men's cases are taken seriously.",-0.9965626907376307,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Legal reforms should ensure gender-neutral sexual violence laws, recognizing male survivors equally. Additionally, specialized support services and stronger enforcement against stigma-related barriers are needed.",-0.20984909558612003,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Legal reforms should include gender-neutral sexual assault laws and better support services.

",-0.44619123662943827,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Legal reforms to support male survivors could include:

1. Gender-inclusive laws that explicitly recognize male victims.


2. Confidential reporting options tailored to male survivors’ needs.


3. Increased funding for male-specific support services.


4. Training for law enforcement and judiciary on male survivor issues.


5. Stronger protections against stigma and discrimination in legal processes.



",-0.13295024560614632,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Making and implementing new laws.
",-0.30281151891860003,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Many laws define domestic violence, sexual assault, and rape in ways that assume female victims and male perpetrators. Laws should be gender-neutral to ensure male survivors receive equal protection.",0.03546767999801809,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Many rape crisis centers are designed exclusively for female survivors, leaving male survivors with few resources.",0.4606149930499124,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Men are just needed to be heard.,0.8048369638923785,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Mmmmm,1.2242608774482193,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Modifications in the criminal justice system,0.35779661471728735,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_More sensitisation is required ,4.265255148309974,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Na,-0.5346484410440276,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_National commission for male welfare,-0.2475131519164102,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Need new laws to prevent male sexual abuse as well.,1.34844809460054,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Need to change some policies to prevent these abuses ,-0.7098142607964482,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_New laws,0.4480620180687966,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_New laws should come up to protect men’s rights too,-0.6796514554538182,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Nil,-0.48381803946351554,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Police reforms ,-0.7572814999729935,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Punishments for the police officers who mock and do not take the male victims seriously.,0.6897331664909513,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Raise awareness about the statistics of male victims getting abused.
Laws should enforce gender neutral decisions based on the facts.
Authorities like Police should be given training as they don’t take male victims seriously.",-0.7349597855687702,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Reforms are needed to amend definitions, remove gender bias, increase reporting options, enhance victim support, and provide training for professionals to support male survivors of abuse.",-0.2586512620263301,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Reforms that include better laws for male survivors ,-0.7592053049852208,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Seperate clause for any kind of sexual abuse against male shd be considered, with strict punishment. They are to be considered same as a women do.",0.8455584664003104,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Sexual abuse act need to made .. most of the case male also victim by male or female sometimes they also victim by third Gender ,0.7831593965393109,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Shelters and safe houses,0.5837128953248714,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Social awareness and campaigns, gender-equality in addressing SA",-1.2556594731875288,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Stop supporting the LGBTQ concept and mindset and also taking men victim seriously and women get equally punished.,-0.25228651777147426,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Stricter and more neutral laws,0.29462570943788435,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Strong law and order ,-1.2922465634077696,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Support, legal aids & forums. Rehabilitation centres. Fair custody and divorce laws. Legal protection against sexual violence ",-0.2603171450650348,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Supporting male survivors requires legal reforms that address gender biases, improve access to justice, and ensure proper support systems. Many laws and policies still overlook or minimize the experiences of men who face sexual violence, domestic abuse, or other forms of harm.  

One key reform is making legal definitions gender-inclusive. Many laws assume only women can be victims, particularly in cases of sexual violence and domestic abuse. Expanding these definitions ensures that male survivors receive equal legal protection.  

Access to services must also be improved. Many shelters, crisis hotlines, and victim support programs primarily serve women, leaving men with limited options. Laws should mandate equal access and funding for male-specific support services.  

Law enforcement and judicial systems need better training. Many officers and judges dismiss or misunderstand male victimization due to stereotypes. Mandatory training can help ensure cases are taken seriously and handled properly.  

Family court reform is also crucial. Men who experience domestic abuse often struggle in custody battles because courts tend to favor mothers. Recognizing male victimization in custody decisions and protection orders is necessary for fairness.  

Confidentiality protections should be strengthened. Many male survivors fear coming forward due to stigma. Stronger privacy laws can help protect their identities and encourage reporting.  

Prison reform is another urgent issue. Sexual violence against men in prisons is widespread but often ignored. Stronger oversight, better protections, and stricter accountability measures are needed.  

Finally, public awareness campaigns should be part of legal reforms. Challenging stereotypes and educating the public about male victimization can help reduce stigma and encourage survivors to seek help.  

Would you like to focus on reforms in a specific country or legal system?",-1.0052499286381007,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_That’s a powerful and important question. Legal reforms to support male survivors of abuse, assault, or violence often lag behind broader discussions of victim support. Here are some key areas where reforms could make a real difference:

1. Gender-Inclusive Legal Definitions

Many laws around sexual assault or domestic violence are still written with female victims in mind. Revising statutes to use gender-neutral language ensures male survivors are fully recognized and protected under the law.


2. Improved Reporting Procedures

Create trauma-informed, male-inclusive reporting mechanisms. Some men fear they won’t be believed or will be ridiculed if they report abuse. Police, prosecutors, and judges need training to take all reports seriously, regardless of gender.


3. Access to Support Services

Legally mandate access to shelters, counseling, and legal aid for male survivors. Currently, many services are either unavailable or poorly equipped to handle


",-1.0919717079653584,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_The neglect that male survivors of sexual abuse experience must be acknowledged and addressed by legal measures. Abuse frequently starts early and is perpetrated by familiar people through unwanted physical contact, coercion, and even sexual performance parody. The erroneous belief that men must be ""strong"" and independent often leads to their rejection, mockery, and expectation that they will suffer through trauma in silence. Lawmakers should create specialised support networks, guarantee gender-neutral acknowledgement of survivors, and take strong action against offenders in order to counteract this. To break the stigma and empower males to speak up without fear of prejudice, mental health resources and awareness campaigns are crucial.",-1.6660702754518473,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_The police officials should get a proper class on male sexual abuse and should know the intensity of the act.
There should be a proper law to be made for male sexual abuse.
Also the society should accept that its a crime not some shameful thing to be mocked.
Awareness classes at school and university to be conducted and they should know what is right and wrong.
And also they should feel its okay to share these things.",0.33516351283197776,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_The society and especially the government is becoming biased towards women. Every law and actions are made for them and are given more attention. There are numerous cases of male sexual assault but are not reported. I think government should put same emphasis on men as they do in case of women. Some special reforms in the laws and especially awareness which will help men to know that their problems really matters. And the male population too has to understood that male sexual assault is also an important thing to focus on so as women.,0.9211851089068522,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Therapy ,0.5674565567333685,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_There should be laws that protect male victims of sexual abuse. There should be more awareness campaigns from the govt towards the mass population. The offenders should be punished. ,-0.3778270121287801,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_They should be given equal treatments and judicial support as woman receives.,-0.10848411505674177,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_They should be taken as adversely as the females are taken,0.06076529952379589,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_To support male survivors, legal reforms should include amendments to existing laws to remove gender-specific language and ensure equal protection. Additionally, laws should provide for increased funding and resources for services specifically supporting male survivors.",0.08820137794309313,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_Unity,-0.3031959821301452,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_We need to implement a commission for men as well. There should be a central location where men can seek support.,-0.26000177543506464,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_We should make legal supports for men security ,0.30655877962401945,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_better institutional support,-1.0247083868693982,inf,-0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_each legal body should run without any gender bias,1.0350445889800162,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_legal protection for male victim, laws implementation on the behalf of male victims, mental support from society. ",-0.894800593263145,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_non biased judgement irrespective of gender
corrective measures to be taken against offenders
equal acceptance of f.i.r.s by men",-0.4287275363708839,inf,-0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_पहली बात तो मुझे यही पता नहीं कि पुरुषों के लिए कोई कानून है भी या नहीं। 
पैदा होने से अब तक जितने भी कानून देखे महिलाओं के लिए ही देखे है। भले ही समाज पुरुषप्रधान है कहकर चिल्लाया जाता हो लेकिन महिलाओं के मुकाबले पुरुषों को मजबूत मानने वाले समाज ने पुरुष को कभी उस दृष्टि से देखा ही नहीं कि उसके ऊपर भी कोई अत्याचार हो सकता है।",0.8279409443355061,inf,0.0,,,
what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_নাজানো,1.2471316331728184,inf,0.0,,,
"what_legal_reforms_do_you_think_are_needed_to_support_male_survivors_●addition of new clause to the Indian law
●spread awareness 
●provide counselling and support ",1.3617082616962493,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Encouraging men to report abuse without fear",0.7020843732976104,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Increasing awareness through media campaigns",2.5187895016302253,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Increasing awareness through media campaigns, Encouraging men to report abuse without fear",-0.7270977942385437,inf,-0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Increasing awareness through media campaigns, Providing more psychological support for male survivors",-0.9395137977555078,inf,-0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Increasing awareness through media campaigns, Providing more psychological support for male survivors, Encouraging men to report abuse without fear",0.36165393023803943,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Increasing awareness through media campaigns, Providing more psychological support for male survivors, Encouraging men to report abuse without fear, Sexual education at schools.",0.35413534951651393,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Providing more psychological support for male survivors",2.59409048800842,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Creating gender-neutral sexual violence laws, Providing more psychological support for male survivors, Encouraging men to report abuse without fear",-1.6598758564956064,inf,-0.0,,,
what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Encouraging men to report abuse without fear,-0.9498784195492925,inf,-0.0,,,
what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Increasing awareness through media campaigns,1.3371943575479532,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Increasing awareness through media campaigns, Encouraging men to report abuse without fear",-0.8255118968210837,inf,-0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Increasing awareness through media campaigns, Providing more psychological support for male survivors",0.6427430989073822,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Increasing awareness through media campaigns, Providing more psychological support for male survivors, Encouraging men to report abuse without fear",-0.8407340239140438,inf,-0.0,,,
what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Providing more psychological support for male survivors,0.7102319355834879,inf,0.0,,,
"what_do_you_think_is_the_best_way_to_address_male_sexual_abuse_in_india_select_all_that_apply_Providing more psychological support for male survivors, Encouraging men to report abuse without fear",2.1345167351185506,inf,0.0,,,
do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up_Not Sure,0.8765914152845828,inf,0.0,,,
do_you_think_support_from_the_family_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up_Yes,1.2057235953212118,inf,0.0,,,
do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up_Not sure,0.7844253894025984,inf,0.0,,,
do_you_think_support_from_the_social_circle_can_help_reduce_stigma_and_encourage_male_survivors_to_speak_up_Yes,0.738716290400455,inf,0.0,,,
